5.043602943420410156e+00 2.922813892364501953e-01 -3.557024002075195312e-01 -2.152360200881958008e+00
2.921286582946777344e+00 -8.318939208984375000e-01 5.565118789672851562e-01 -1.073396444320678711e+00
6.708951473236083984e+00 -6.584346294403076172e-01 -7.835745811462402344e-02 -2.076691627502441406e+00
1.316146254539489746e+00 7.201476097106933594e-01 -2.025022506713867188e-01 -3.102573633193969727e+00
1.740002751350402832e+00 -7.941603660583496094e-01 2.674157619476318359e-01 7.568008899688720703e-01
3.783259630203247070e+00 8.280611038208007812e-01 2.474145889282226562e-01 -6.141600608825683594e-01
7.799659729003906250e+00 1.249980926513671875e-01 -8.063061237335205078e-01 -1.397703766822814941e+00
1.459939599037170410e+00 4.541811943054199219e-01 6.978781223297119141e-01 -2.327463865280151367e+00
7.252810955047607422e+00 9.135200977325439453e-01 -1.642422676086425781e-01 9.627120494842529297e-01
1.801210761070251465e+00 7.453956604003906250e-01 8.847229480743408203e-01 -3.082890272140502930e+00
7.933679103851318359e+00 4.076983928680419922e-01 2.589464187622070312e-02 -1.883851289749145508e+00
1.953869462013244629e+00 -2.941792011260986328e-01 3.654620647430419922e-01 -4.052226543426513672e-01
7.809528350830078125e+00 6.502776145935058594e-01 -4.795377254486083984e-01 1.085778951644897461e+00
1.332443356513977051e+00 3.186511993408203125e-02 1.398465633392333984e-01 8.962843418121337891e-01
4.392205238342285156e+00 -3.529226779937744141e-01 -7.896752357482910156e-01 -2.977483749389648438e+00
2.307590007781982422e+00 7.173762321472167969e-01 1.157832145690917969e-02 1.110322475433349609e-01
1.010041117668151855e+00 4.437000751495361328e-01 -2.919912338256835938e-03 -2.435447692871093750e+00
5.051519393920898438e+00 -9.341394901275634766e-01 -3.846096992492675781e-02 4.911839962005615234e-01
1.079150676727294922e+00 1.362659931182861328e-01 3.708014488220214844e-01 8.117117881774902344e-01
3.759828567504882812e+00 -6.503009796142578125e-01 1.450550556182861328e-01 3.139962911605834961e+00
1.381258726119995117e+00 4.223601818084716797e-01 8.077316284179687500e-01 -1.244438171386718750e+00
7.182940959930419922e+00 6.185884475708007812e-01 1.786162853240966797e-01 2.748488664627075195e+00
6.583330154418945312e+00 2.948608398437500000e-01 -3.767788410186767578e-01 2.020592689514160156e-01
5.915093421936035156e+00 -1.601355075836181641e-01 -9.345855712890625000e-01 -2.924569606781005859e+00
1.454229354858398438e+00 7.348904609680175781e-01 -4.848120212554931641e-01 -1.158545017242431641e-01
1.573022961616516113e+00 -5.048456192016601562e-01 7.022128105163574219e-01 -9.059908390045166016e-01
2.416208982467651367e+00 7.755475044250488281e-01 6.138634681701660156e-01 1.524376153945922852e+00
7.124836444854736328e+00 9.679753780364990234e-01 2.918076515197753906e-01 -2.859992742538452148e+00
4.930908679962158203e+00 -9.026103019714355469e-01 -8.694462776184082031e-01 1.352734327316284180e+00
6.985394954681396484e+00 7.440893650054931641e-01 -9.270470142364501953e-01 -1.071290016174316406e+00
2.093316078186035156e+00 9.758632183074951172e-01 -2.264399528503417969e-01 -2.485056400299072266e+00
1.494320392608642578e+00 -8.674445152282714844e-01 -1.143321990966796875e-01 -2.432044267654418945e+00
7.243498802185058594e+00 -6.183888912200927734e-01 4.366135597229003906e-02 -2.877906799316406250e+00
3.152398109436035156e+00 9.549579620361328125e-01 3.674826622009277344e-01 1.420942068099975586e+00
7.507208347320556641e+00 -9.001905918121337891e-01 2.033689022064208984e-01 -2.745622634887695312e+00
7.079836845397949219e+00 9.613492488861083984e-01 5.812044143676757812e-01 1.240276098251342773e+00
7.655052185058593750e+00 5.546200275421142578e-01 6.457042694091796875e-02 -4.656972885131835938e-01
1.175593137741088867e+00 1.655144691467285156e-01 7.806568145751953125e-01 1.049661636352539062e-01
4.099443435668945312e+00 -6.363365650177001953e-01 3.138518333435058594e-02 -1.936307787895202637e+00
1.599190115928649902e+00 4.251003265380859375e-01 -2.116732597351074219e-01 2.220346927642822266e-01
1.973218202590942383e+00 -7.977528572082519531e-01 1.872160434722900391e-01 -2.470762968063354492e+00
4.239582061767578125e+00 4.551827907562255859e-01 2.789778709411621094e-01 -1.296579360961914062e+00
5.807931900024414062e+00 7.426857948303222656e-01 1.255588531494140625e-01 1.914715766906738281e-02
5.343761920928955078e+00 -8.400788307189941406e-01 3.005337715148925781e-01 -4.320912361145019531e-01
5.594232559204101562e+00 6.432247161865234375e-01 9.806108474731445312e-02 1.202356576919555664e+00
2.559242963790893555e+00 -9.586396217346191406e-01 4.347460269927978516e-01 1.173549890518188477e+00
6.020924568176269531e+00 -6.505866050720214844e-01 2.301993370056152344e-01 -1.727571010589599609e+00
1.878815174102783203e+00 -9.751906394958496094e-01 3.152406215667724609e-01 1.474807024002075195e+00
1.231790184974670410e+00 5.628471374511718750e-01 -4.536025524139404297e-01 2.628850698471069336e+00
1.292696952819824219e+00 -1.591861248016357422e-01 8.878676891326904297e-01 2.392852306365966797e-01
5.504286289215087891e+00 -9.629542827606201172e-01 -1.476399898529052734e-01 -1.979940056800842285e+00
5.716431617736816406e+00 9.041552543640136719e-01 7.281146049499511719e-01 -9.830355644226074219e-02
1.925712943077087402e+00 9.205152988433837891e-01 3.100507259368896484e-01 -1.920711040496826172e+00
4.756158828735351562e+00 -5.850934982299804688e-02 1.092872619628906250e-01 2.012525320053100586e+00
3.084861755371093750e+00 2.737789154052734375e-01 -9.614384174346923828e-01 -7.266373634338378906e-01
5.118819236755371094e+00 1.475944519042968750e-01 2.016744613647460938e-01 -2.135823249816894531e+00
1.016000866889953613e+00 -1.938934326171875000e-01 7.818646430969238281e-01 -5.445475578308105469e-01
7.766232013702392578e+00 -9.032344818115234375e-01 6.626286506652832031e-01 3.565454483032226562e-02
4.848266601562500000e+00 -9.026825428009033203e-01 2.239286899566650391e-01 -8.167092800140380859e-01
